,gene1,gene2,value,gene_pair
1228,SELP,VWF,0.145357880970392,SELP & VWF
1229,JAK2,TUBB2A,0.145325301232999,JAK2 & TUBB2A
1230,RGS18,SPI1,0.145307876907295,RGS18 & SPI1
1231,CD34,KLF1,0.145290212976529,CD34 & KLF1
1232,CCDC124,CD117/KIT,0.145141514296747,CCDC124 & CD117/KIT
1233,CD117/KIT,CXCR4,0.14486402292737,CD117/KIT & CXCR4
1234,CCDC124,JAK2,0.14484846215394,CCDC124 & JAK2
1235,CXCR4,GFI1B,0.144795476259916,CXCR4 & GFI1B
1236,FHL1,LOX,0.14474288736267,FHL1 & LOX
1237,EIF4EBP1,FOXO3,0.144548593497212,EIF4EBP1 & FOXO3
1238,RUNX1,TUBB2A,0.144478644542277,RUNX1 & TUBB2A
1239,FOXO3,JAK2,0.144428259725544,FOXO3 & JAK2
1240,CCDC124,CD42/GP1BA,0.144322282889969,CCDC124 & CD42/GP1BA
1241,FOXO3,VWF,0.144228855200468,FOXO3 & VWF
1242,FOXO3,SDPR,0.144202730522985,FOXO3 & SDPR
1243,CCDC124,CTNNB1,0.144196059214683,CCDC124 & CTNNB1
1244,CNRIP1,FHL1,0.144161214644038,CNRIP1 & FHL1
1245,CXCR4,SPI1,0.144056784255823,CXCR4 & SPI1
1246,CD36,RGS18,0.144005696615981,CD36 & RGS18
1247,FHL1,JAK2,0.143933591528903,FHL1 & JAK2
1248,CD34,CXCR4,0.143868490417884,CD34 & CXCR4
1249,CXCR4,JAK2,0.143832326233555,CXCR4 & JAK2
1250,CD9,FHL1,0.143655905869452,CD9 & FHL1
1251,CD9,CXCR4,0.143572162683669,CD9 & CXCR4
1252,ETS1,TMOD1,0.143399070473458,ETS1 & TMOD1
1253,SPI1,TUBB2A,0.143375182309953,SPI1 & TUBB2A
1254,SDPR,SELP,0.143232279134183,SDPR & SELP
1255,CD47,RUNX1,0.143212944714791,CD47 & RUNX1
1256,DHRS3,HIF1A,0.143128965738244,DHRS3 & HIF1A
1257,CD47,DDB1,0.142954780882862,CD47 & DDB1
1258,GATA1,P27KIP1/CDKN1B,0.142673611453414,GATA1 & P27KIP1/CDKN1B
1259,CD105/ENG,CD47,0.142543380481031,CD105/ENG & CD47
1260,ETS1,FOG1/ZFPM1,0.142151384967311,ETS1 & FOG1/ZFPM1
1261,CD36,VWF,0.141923121536902,CD36 & VWF
1262,ANK1,PIM1,0.141865349880652,ANK1 & PIM1
1263,FHL1,HIF1A,0.141848726151573,FHL1 & HIF1A
1264,FOG1/ZFPM1,RGS18,0.141716052441247,FOG1/ZFPM1 & RGS18
1265,CXCR4,VWF,0.141571241493951,CXCR4 & VWF
1266,CD38,TMOD1,0.141100248608766,CD38 & TMOD1
1267,CD38,CD9,0.141023560856838,CD38 & CD9
1268,LOX,TMOD1,0.140423479339718,LOX & TMOD1
1269,CD41/ITGA2B,CD47,0.140170070035603,CD41/ITGA2B & CD47
1270,ETS1,TUBB2A,0.140070343094207,ETS1 & TUBB2A
1271,CD36,ETS1,0.139965713660936,CD36 & ETS1
1272,RGS18,TMOD1,0.139771387358655,RGS18 & TMOD1
1273,CXCR4,MEIS1,0.139683051942099,CXCR4 & MEIS1
1274,CD9,TMEM180/MFSD13A,0.139594477626328,CD9 & TMEM180/MFSD13A
1275,FOXO3,GFI1B,0.139584479388828,FOXO3 & GFI1B
1276,CDK6,TUBB2A,0.139558100485278,CDK6 & TUBB2A
1277,CCDC124,HIF1A,0.139413997220576,CCDC124 & HIF1A
1278,DHRS3,PIM1,0.139346580331993,DHRS3 & PIM1
1279,DHRS3,TUBB2A,0.139256422674191,DHRS3 & TUBB2A
1280,TUBB2A,VWF,0.139120460699471,TUBB2A & VWF
1281,CXCR4,GATA2,0.139079788485879,CXCR4 & GATA2
1282,ANK1,FHL1,0.139061340191609,ANK1 & FHL1
1283,CDK4,FOXO3,0.138853237931874,CDK4 & FOXO3
1284,CD61/ITGB3,SELP,0.13881641944143,CD61/ITGB3 & SELP
1285,FOG1/ZFPM1,PIM1,0.138802145806021,FOG1/ZFPM1 & PIM1
1286,SRD5A3,TUBB2A,0.138668205210585,SRD5A3 & TUBB2A
1287,ANK1,CCDC124,0.138570174996714,ANK1 & CCDC124
1288,DHRS3,ETS1,0.138306441649069,DHRS3 & ETS1
1289,FHL1,SPI1,0.138178722738628,FHL1 & SPI1
1290,CD110/MPL,FHL1,0.138092675359294,CD110/MPL & FHL1
1291,CD9,SRD5A3,0.137937812774819,CD9 & SRD5A3
1292,HPRT1,TUBB2A,0.137802278393349,HPRT1 & TUBB2A
1293,FOXO3,TGFB1,0.137795062754633,FOXO3 & TGFB1
1294,MEIS1,PIM1,0.137488771193277,MEIS1 & PIM1
1295,HIF1A,TUBB2A,0.137370443468094,HIF1A & TUBB2A
1296,CD47,TMOD1,0.137237498099585,CD47 & TMOD1
1297,CD38,CD44,0.137207910983774,CD38 & CD44
1298,FOXO3,MYB,0.136960284353974,FOXO3 & MYB
1299,TMOD1,TUBB2A,0.136356233978563,TMOD1 & TUBB2A
1300,CD41/ITGA2B,FOXO3,0.136338600124109,CD41/ITGA2B & FOXO3
1301,CD34,TUBB2A,0.1357988316224,CD34 & TUBB2A
1302,CXCR4,HPRT1,0.135760993498958,CXCR4 & HPRT1
1303,CLU,TMOD1,0.135654634879981,CLU & TMOD1
1304,CD61/ITGB3,FHL1,0.135470704467263,CD61/ITGB3 & FHL1
1305,PIM1,SPI1,0.134731562406692,PIM1 & SPI1
1306,LSD1/KDM1A,TUBB2A,0.134731037139463,LSD1/KDM1A & TUBB2A
1307,CCDC124,CD110/MPL,0.134694686109603,CCDC124 & CD110/MPL
1308,CD9,P27KIP1/CDKN1B,0.134648373339697,CD9 & P27KIP1/CDKN1B
1309,FOG1/ZFPM1,VWF,0.134611429604574,FOG1/ZFPM1 & VWF
1310,CD36,CD9,0.134608105946303,CD36 & CD9
1311,CD38,MEIS1,0.134564336032945,CD38 & MEIS1
1312,CD110/MPL,TUBB2A,0.134207320482181,CD110/MPL & TUBB2A
1313,CD47,MEIS1,0.134123569267939,CD47 & MEIS1
1314,CD61/ITGB3,ETS1,0.133668246332953,CD61/ITGB3 & ETS1
1315,CD47,SRD5A3,0.133539111935415,CD47 & SRD5A3
1316,RGS18,SELP,0.1332431671686,RGS18 & SELP
1317,CNRIP1,PIM1,0.133108322446067,CNRIP1 & PIM1
1318,FOG1/ZFPM1,TUBB2A,0.132873737024772,FOG1/ZFPM1 & TUBB2A
1319,CDK6,FOXO3,0.132715954746804,CDK6 & FOXO3
1320,DDB1,FOXO3,0.132684823561717,DDB1 & FOXO3
1321,BIM/BCL2,CD110/MPL,0.132607784712532,BIM/BCL2 & CD110/MPL
1322,CLU,DHRS3,0.132579076330538,CLU & DHRS3
1323,FHL1,FOXO3,0.132519474152628,FHL1 & FOXO3
1324,CD105/ENG,FHL1,0.132329574779686,CD105/ENG & FHL1
1325,CD110/MPL,DHRS3,0.132207466810188,CD110/MPL & DHRS3
1326,CD47,JAK2,0.132175819172962,CD47 & JAK2
1327,CD117/KIT,FOXO3,0.132040685946654,CD117/KIT & FOXO3
1328,CD36,PIM1,0.131122561662721,CD36 & PIM1
1329,SDPR,TUBB2A,0.131077453831785,SDPR & TUBB2A
1330,MEIS1,TMOD1,0.130930938316652,MEIS1 & TMOD1
1331,CCDC124,MYB,0.130691039868313,CCDC124 & MYB
1332,CD47,HIF1A,0.130564872556355,CD47 & HIF1A
1333,BIM/BCL2,FOG1/ZFPM1,0.129927242809786,BIM/BCL2 & FOG1/ZFPM1
1334,CCDC124,GATA2,0.129720418252771,CCDC124 & GATA2
1335,CD47,CNRIP1,0.129624994052575,CD47 & CNRIP1
1336,CXCR4,FHL1,0.12955480715433,CXCR4 & FHL1
1337,FOXO3,SPI1,0.129522532127337,FOXO3 & SPI1
1338,CD47,LOX,0.129461781598461,CD47 & LOX
1339,FOG1/ZFPM1,SPI1,0.129277844431022,FOG1/ZFPM1 & SPI1
1340,KLF1,LOX,0.129151476229076,KLF1 & LOX
1341,DHRS3,SPI1,0.129140745780477,DHRS3 & SPI1
1342,CD38,P27KIP1/CDKN1B,0.12857593771082,CD38 & P27KIP1/CDKN1B
1343,CD61/ITGB3,KLF1,0.128558648923975,CD61/ITGB3 & KLF1
1344,CD38,LOX,0.128500962678478,CD38 & LOX
1345,GFI1B,PIM1,0.128448537839011,GFI1B & PIM1
1346,CXCR4,TMOD1,0.128436664868857,CXCR4 & TMOD1
1347,BIM/BCL2,GFI1B,0.128397631933419,BIM/BCL2 & GFI1B
1348,CD38,ETS1,0.127969081478808,CD38 & ETS1
1349,BIM/BCL2,LOX,0.127566922385499,BIM/BCL2 & LOX
1350,CLU,TMEM180/MFSD13A,0.126866708373548,CLU & TMEM180/MFSD13A
1351,KLF1,MEIS1,0.126751594922517,KLF1 & MEIS1
1352,CD61/ITGB3,TMOD1,0.126594629408612,CD61/ITGB3 & TMOD1
1353,ANK1,P27KIP1/CDKN1B,0.126324694886117,ANK1 & P27KIP1/CDKN1B
1354,CD110/MPL,CD47,0.126244020915797,CD110/MPL & CD47
1355,CCDC124,CLU,0.12622455544808,CCDC124 & CLU
1356,GATA1,TUBB2A,0.126138910497849,GATA1 & TUBB2A
1357,GATA2,TUBB2A,0.126069843805445,GATA2 & TUBB2A
1358,CD117/KIT,PIM1,0.125877467856374,CD117/KIT & PIM1
1359,BIM/BCL2,TUBB2A,0.125708099474906,BIM/BCL2 & TUBB2A
1360,CCDC124,CD61/ITGB3,0.125697300410582,CCDC124 & CD61/ITGB3
1361,P27KIP1/CDKN1B,TUBB2A,0.125129710127341,P27KIP1/CDKN1B & TUBB2A
1362,DHRS3,FOG1/ZFPM1,0.125055383176849,DHRS3 & FOG1/ZFPM1
1363,CD38,CD61/ITGB3,0.125004267695803,CD38 & CD61/ITGB3
1364,CD61/ITGB3,TUBB2A,0.124891226754928,CD61/ITGB3 & TUBB2A
1365,CD110/MPL,CD38,0.12484642989989,CD110/MPL & CD38
1366,CCDC124,GABPA,0.124520201186126,CCDC124 & GABPA
1367,FHL1,TMEM180/MFSD13A,0.124425995209491,FHL1 & TMEM180/MFSD13A
1368,BIM/BCL2,VWF,0.124259591297232,BIM/BCL2 & VWF
1369,CXCR4,GATA1,0.124082886244622,CXCR4 & GATA1
1370,FHL1,MEIS1,0.123995276542888,FHL1 & MEIS1
1371,CD38,SELP,0.123858033968309,CD38 & SELP
1372,HIF1A,KLF1,0.12385749629567,HIF1A & KLF1
1373,CXCR4,FOXO3,0.123815441020725,CXCR4 & FOXO3
1374,CD38,SPI1,0.123704173173545,CD38 & SPI1
1375,FOG1/ZFPM1,LOX,0.123640744893018,FOG1/ZFPM1 & LOX
1376,CD9,FOG1/ZFPM1,0.123607761605181,CD9 & FOG1/ZFPM1
1377,MEIS1,TUBB2A,0.123499482571263,MEIS1 & TUBB2A
1378,FOXO3,MEIS1,0.12320588469728,FOXO3 & MEIS1
1379,CCDC124,CD34,0.1230326714286,CCDC124 & CD34
1380,CD38,RGS18,0.122896488484385,CD38 & RGS18
1381,FOXO3,LSD1/KDM1A,0.122447785575058,FOXO3 & LSD1/KDM1A
1382,TMOD1,VWF,0.122444310624551,TMOD1 & VWF
1383,CXCR4,PIM1,0.122424561952428,CXCR4 & PIM1
1384,CD36,CD47,0.122133375839279,CD36 & CD47
1385,PIM1,RGS18,0.122035225938202,PIM1 & RGS18
1386,CCDC124,CD44,0.121797211184802,CCDC124 & CD44
1387,FHL1,PIM1,0.121423279765571,FHL1 & PIM1
1388,FHL1,TUBB2A,0.121411390362623,FHL1 & TUBB2A
1389,DHRS3,MEIS1,0.121266734639503,DHRS3 & MEIS1
1390,KLF1,SPI1,0.120370658555292,KLF1 & SPI1
1391,CD38,TUBB2A,0.120051841579812,CD38 & TUBB2A
1392,DHRS3,RGS18,0.119848235145148,DHRS3 & RGS18
1393,FHL1,TMOD1,0.119783105417832,FHL1 & TMOD1
1394,JAK2,PIM1,0.119740360843348,JAK2 & PIM1
1395,FOXO3,LOX,0.119620802858748,FOXO3 & LOX
1396,KLF1,SELP,0.119603112683111,KLF1 & SELP
1397,BIM/BCL2,SPI1,0.119498233905116,BIM/BCL2 & SPI1
1398,SPI1,TMOD1,0.119259086505015,SPI1 & TMOD1
1399,SELP,TMOD1,0.119029345819139,SELP & TMOD1
1400,CCDC124,TMEM180/MFSD13A,0.118723525826016,CCDC124 & TMEM180/MFSD13A
1401,LOX,PIM1,0.117906928425952,LOX & PIM1
1402,CXCR4,LOX,0.117799656749312,CXCR4 & LOX
1403,CD36,CXCR4,0.117756015123383,CD36 & CXCR4
1404,KLF1,TUBB2A,0.117094058709667,KLF1 & TUBB2A
1405,CD47,SPI1,0.116439074476077,CD47 & SPI1
1406,KLF1,VWF,0.116310847446137,KLF1 & VWF
1407,CNRIP1,CXCR4,0.116296107953629,CNRIP1 & CXCR4
1408,CD9,TUBB2A,0.116236883787918,CD9 & TUBB2A
1409,CD47,GATA2,0.115944046241982,CD47 & GATA2
1410,CD47,CDK4,0.115900916376488,CD47 & CDK4
1411,CD47,GFI1B,0.115888600415309,CD47 & GFI1B
1412,BIM/BCL2,TMOD1,0.115833125946412,BIM/BCL2 & TMOD1
1413,CD61/ITGB3,CXCR4,0.115820971940526,CD61/ITGB3 & CXCR4
1414,CD47,CLU,0.11564182310986,CD47 & CLU
1415,TMEM180/MFSD13A,TUBB2A,0.115203626765366,TMEM180/MFSD13A & TUBB2A
1416,BIM/BCL2,GATA2,0.115196684093378,BIM/BCL2 & GATA2
1417,FOXO3,GATA2,0.114920068137486,FOXO3 & GATA2
1418,CCDC124,VWF,0.114830847313361,CCDC124 & VWF
1419,CD38,VWF,0.11481070372143,CD38 & VWF
1420,CCDC124,CD36,0.114475515651202,CCDC124 & CD36
1421,ANK1,CXCR4,0.114433623199599,ANK1 & CXCR4
1422,FHL1,SELP,0.114397352847362,FHL1 & SELP
1423,CD44,TUBB2A,0.113995974389005,CD44 & TUBB2A
1424,BIM/BCL2,CD36,0.11392889588407,BIM/BCL2 & CD36
1425,CD44,CXCR4,0.113897380064551,CD44 & CXCR4
1426,CXCR4,FOG1/ZFPM1,0.11389061964395,CXCR4 & FOG1/ZFPM1
1427,CD38,CXCR4,0.113290640528225,CD38 & CXCR4
1428,DHRS3,FHL1,0.113283606958041,DHRS3 & FHL1
1429,CD47,TUBB2A,0.113022330884765,CD47 & TUBB2A
1430,CXCR4,SELP,0.112794069210369,CXCR4 & SELP
1431,BIM/BCL2,CLU,0.112253019177852,BIM/BCL2 & CLU
1432,CD110/MPL,FOXO3,0.112104343759676,CD110/MPL & FOXO3
1433,CCDC124,CNRIP1,0.111967472650478,CCDC124 & CNRIP1
1434,RGS18,TUBB2A,0.111800603131034,RGS18 & TUBB2A
1435,BIM/BCL2,CD61/ITGB3,0.111322027073423,BIM/BCL2 & CD61/ITGB3
1436,CXCR4,TUBB2A,0.111077288451032,CXCR4 & TUBB2A
1437,FOXO3,HPRT1,0.110952391996864,FOXO3 & HPRT1
1438,CCDC124,KLF1,0.110914008888425,CCDC124 & KLF1
1439,ETS1,PIM1,0.110770145474649,ETS1 & PIM1
1440,SELP,TUBB2A,0.110171274189951,SELP & TUBB2A
1441,P27KIP1/CDKN1B,SELP,0.110087681635655,P27KIP1/CDKN1B & SELP
1442,CCDC124,SPI1,0.109910295898846,CCDC124 & SPI1
1443,PIM1,TUBB2A,0.109854292303022,PIM1 & TUBB2A
1444,P27KIP1/CDKN1B,PIM1,0.109633850090023,P27KIP1/CDKN1B & PIM1
1445,ETS1,KLF1,0.10933105339213,ETS1 & KLF1
1446,BIM/BCL2,CTNNB1,0.109316029601822,BIM/BCL2 & CTNNB1
1447,CD44,FOXO3,0.109311071160251,CD44 & FOXO3
1448,CCDC124,DHRS3,0.108751519689928,CCDC124 & DHRS3
1449,CD38,FHL1,0.108004736136569,CD38 & FHL1
1450,CD47,ETS1,0.107877723814804,CD47 & ETS1
1451,CCDC124,MEIS1,0.107854695084476,CCDC124 & MEIS1
1452,KLF1,SDPR,0.107770638242805,KLF1 & SDPR
1453,CNRIP1,FOXO3,0.107701667814459,CNRIP1 & FOXO3
1454,FOG1/ZFPM1,FOXO3,0.107401203508397,FOG1/ZFPM1 & FOXO3
1455,FOG1/ZFPM1,SELP,0.107200857618241,FOG1/ZFPM1 & SELP
1456,CD44,CD47,0.107194190480697,CD44 & CD47
1457,CCDC124,LOX,0.107171183107827,CCDC124 & LOX
1458,BIM/BCL2,FHL1,0.106874757567881,BIM/BCL2 & FHL1
1459,CD34,CD47,0.106301790346887,CD34 & CD47
1460,CD34,FOXO3,0.106110443365778,CD34 & FOXO3
1461,BIM/BCL2,ETS1,0.10546223766231,BIM/BCL2 & ETS1
1462,ANK1,CD47,0.105359333176951,ANK1 & CD47
1463,PIM1,TMOD1,0.105056733272115,PIM1 & TMOD1
1464,BIM/BCL2,CD34,0.104985644244226,BIM/BCL2 & CD34
1465,FOXO3,TMOD1,0.104082205823234,FOXO3 & TMOD1
1466,FOXO3,GATA1,0.103981072230944,FOXO3 & GATA1
1467,CCDC124,SELP,0.103762389552837,CCDC124 & SELP
1468,BIM/BCL2,SDPR,0.103465370122292,BIM/BCL2 & SDPR
1469,DHRS3,VWF,0.103362747266031,DHRS3 & VWF
1470,CD47,P27KIP1/CDKN1B,0.10311713441562,CD47 & P27KIP1/CDKN1B
1471,CD9,TMOD1,0.103040885530286,CD9 & TMOD1
1472,CD47,TMEM180/MFSD13A,0.102988418615404,CD47 & TMEM180/MFSD13A
1473,FOXO3,TMEM180/MFSD13A,0.102942662982071,FOXO3 & TMEM180/MFSD13A
1474,CCDC124,SDPR,0.102872465340481,CCDC124 & SDPR
1475,KLF1,PIM1,0.102546193913644,KLF1 & PIM1
1476,CCDC124,ETS1,0.102408982635327,CCDC124 & ETS1
1477,CD47,FOG1/ZFPM1,0.102318406250027,CD47 & FOG1/ZFPM1
1478,FOXO3,HIF1A,0.102149968764135,FOXO3 & HIF1A
1479,CD36,P27KIP1/CDKN1B,0.102129582550409,CD36 & P27KIP1/CDKN1B
1480,BIM/BCL2,CD44,0.102080440818258,BIM/BCL2 & CD44
1481,CD38,PIM1,0.100860931667453,CD38 & PIM1
1482,CD38,FOXO3,0.100519636804328,CD38 & FOXO3
1483,BIM/BCL2,HIF1A,0.100414507573991,BIM/BCL2 & HIF1A
1484,CD47,RGS18,0.100029690892302,CD47 & RGS18
1485,FOXO3,SELP,0.099799589099572,FOXO3 & SELP
1486,CD9,RGS18,0.09873789382994,CD9 & RGS18
1487,BIM/BCL2,P27KIP1/CDKN1B,0.098491179779496,BIM/BCL2 & P27KIP1/CDKN1B
1488,CD47,DHRS3,0.098022110873793,CD47 & DHRS3
1489,CD47,SDPR,0.097219652561111,CD47 & SDPR
1490,CD47,KLF1,0.096376977356975,CD47 & KLF1
1491,BIM/BCL2,MEIS1,0.096369106566305,BIM/BCL2 & MEIS1
1492,KLF1,RGS18,0.096279226688854,KLF1 & RGS18
1493,CCDC124,TMOD1,0.095354707929092,CCDC124 & TMOD1
1494,CD38,CD47,0.094913082073535,CD38 & CD47
1495,BIM/BCL2,CXCR4,0.0946999141853,BIM/BCL2 & CXCR4
1496,FOXO3,KLF1,0.094633919004539,FOXO3 & KLF1
1497,CLU,KLF1,0.094219871305128,CLU & KLF1
1498,PIM1,TMEM180/MFSD13A,0.093352769533185,PIM1 & TMEM180/MFSD13A
1499,KLF1,P27KIP1/CDKN1B,0.093296454926691,KLF1 & P27KIP1/CDKN1B
1500,BIM/BCL2,CD38,0.092593897867487,BIM/BCL2 & CD38
1501,DHRS3,P27KIP1/CDKN1B,0.092542269958515,DHRS3 & P27KIP1/CDKN1B
1502,BIM/BCL2,PIM1,0.092368353061256,BIM/BCL2 & PIM1
1503,CD47,FOXO3,0.092188988888239,CD47 & FOXO3
1504,BIM/BCL2,RGS18,0.090875264370211,BIM/BCL2 & RGS18
1505,CD47,SELP,0.089691343388903,CD47 & SELP
1506,BIM/BCL2,FOXO3,0.089370905034295,BIM/BCL2 & FOXO3
1507,CXCR4,KLF1,0.088788174106418,CXCR4 & KLF1
1508,CCDC124,PIM1,0.088750867625881,CCDC124 & PIM1
1509,CCDC124,CXCR4,0.088462219144811,CCDC124 & CXCR4
1510,CCDC124,RGS18,0.08787683943262,CCDC124 & RGS18
1511,CCDC124,CD38,0.087665848237265,CCDC124 & CD38
1512,ANK1,FOXO3,0.087172983111971,ANK1 & FOXO3
1513,CD47,CD61/ITGB3,0.087052232871604,CD47 & CD61/ITGB3
1514,DHRS3,FOXO3,0.086754376621391,DHRS3 & FOXO3
1515,CXCR4,DHRS3,0.08651153220178,CXCR4 & DHRS3
1516,FHL1,KLF1,0.086364383877133,FHL1 & KLF1
1517,BIM/BCL2,CCDC124,0.086180449904733,BIM/BCL2 & CCDC124
1518,CD9,FOXO3,0.086140868290249,CD9 & FOXO3
1519,CD47,VWF,0.085800511150002,CD47 & VWF
1520,CD47,GATA1,0.085599905763969,CD47 & GATA1
1521,FOXO3,TUBB2A,0.085491852806891,FOXO3 & TUBB2A
1522,CD47,CD9,0.084851613588596,CD47 & CD9
1523,BIM/BCL2,CD9,0.084579847405281,BIM/BCL2 & CD9
1524,CD61/ITGB3,FOXO3,0.083933364281896,CD61/ITGB3 & FOXO3
1525,CD47,PIM1,0.082778715641194,CD47 & PIM1
1526,PIM1,SELP,0.082756143345345,PIM1 & SELP
1527,CCDC124,CD9,0.08232799284033,CCDC124 & CD9
1528,CCDC124,FHL1,0.081836031054999,CCDC124 & FHL1
1529,CD9,PIM1,0.081673672811525,CD9 & PIM1
1530,BIM/BCL2,CD47,0.081422417439996,BIM/BCL2 & CD47
1531,CD36,FOXO3,0.079749402605249,CD36 & FOXO3
1532,CCDC124,P27KIP1/CDKN1B,0.079649617747276,CCDC124 & P27KIP1/CDKN1B
1533,FOXO3,PIM1,0.079380919890388,FOXO3 & PIM1
1534,CD47,FHL1,0.076600527198635,CD47 & FHL1
1535,CD47,CXCR4,0.075767498844948,CD47 & CXCR4
1536,CCDC124,TUBB2A,0.070718292607194,CCDC124 & TUBB2A
1537,BIM/BCL2,SELP,0.070017447690262,BIM/BCL2 & SELP
1538,CCDC124,FOXO3,0.065663059349515,CCDC124 & FOXO3
1539,CCDC124,CD47,0.06343420390778,CCDC124 & CD47
